ID,Warehouse_block,Region,Manager,Cost_of_the_Product
1150,B,East,Bob,193
1151,C,South,Carol,148
1152,F,Central,Eve,176
1153,D,West,David,135
1154,F,Central,Eve,154
1155,A,North,Alice,143
1156,B,East,Bob,173
1157,C,South,Carol,262
1158,F,Central,Eve,171
1159,D,West,David,246
1160,F,Central,Eve,266
1161,A,North,Alice,127
1162,B,East,Bob,167
1163,C,South,Carol,187
1164,F,Central,Eve,162
1165,D,West,David,230
1166,F,Central,Eve,148
1167,A,North,Alice,175
1168,B,East,Bob,227
1169,C,South,Carol,177
1170,F,Central,Eve,257
1171,D,West,David,198
1172,F,Central,Eve,251
1173,A,North,Alice,158
1174,B,East,Bob,171
1175,C,South,Carol,260
1176,F,Central,Eve,263
1177,D,West,David,269
1178,F,Central,Eve,224
1179,A,North,Alice,118
1180,B,East,Bob,186
1181,C,South,Carol,191
1182,F,Central,Eve,174
1183,D,West,David,140
1184,F,Central,Eve,193
1185,A,North,Alice,148
1186,B,East,Bob,176
1187,C,South,Carol,135
1188,F,Central,Eve,154
1189,D,West,David,143
1190,F,Central,Eve,173
1191,A,North,Alice,262
1192,B,East,Bob,171
1193,C,South,Carol,246
1194,F,Central,Eve,266
1195,D,West,David,127
1196,F,Central,Eve,167
1197,A,North,Alice,187
1198,B,East,Bob,294
1199,C,South,Carol,158
1200,F,Central,Eve,135
1201,D,West,David,238
1202,F,Central,Eve,213
1203,A,North,Alice,237
1204,B,East,Bob,257
1205,C,South,Carol,198
1206,F,Central,Eve,218
1207,D,West,David,236
1208,F,Central,Eve,100
1209,A,North,Alice,154
1210,B,East,Bob,238
1211,C,South,Carol,128
1212,F,Central,Eve,140
1213,D,West,David,187
1214,F,Central,Eve,256
1215,A,North,Alice,270
1216,B,East,Bob,202
1217,C,South,Carol,256
1218,F,Central,Eve,135
1219,D,West,David,184
1220,F,Central,Eve,169
1221,A,North,Alice,178
1222,B,East,Bob,265
1223,C,South,Carol,217
1224,F,Central,Eve,258
1225,D,West,David,218
1226,F,Central,Eve,135
1227,A,North,Alice,150
1228,B,East,Bob,200
1229,C,South,Carol,136
1230,F,Central,Eve,119
1231,D,West,David,212
1232,F,Central,Eve,272
1233,A,North,Alice,166
1234,B,East,Bob,176
1235,C,South,Carol,280
1236,F,Central,Eve,169
1237,D,West,David,231
1238,F,Central,Eve,140
1239,A,North,Alice,183
1240,B,East,Bob,157
1241,C,South,Carol,210
1242,F,Central,Eve,227
1243,D,West,David,250
1244,F,Central,Eve,171
1245,A,North,Alice,136
1246,B,East,Bob,258
1247,C,South,Carol,271
1248,F,Central,Eve,197
1249,D,West,David,217
1250,F,Central,Eve,247
1251,A,North,Alice,192
1252,B,East,Bob,254
1253,C,South,Carol,226
1254,F,Central,Eve,197
1255,D,West,David,203
1256,F,Central,Eve,196
1257,A,North,Alice,180
1258,B,East,Bob,219
1259,C,South,Carol,266
1260,F,Central,Eve,144
1261,D,West,David,197
1262,F,Central,Eve,258
1263,A,North,Alice,187
1264,B,East,Bob,184
1265,C,South,Carol,142
1266,F,Central,Eve,283
1267,D,West,David,221
1268,F,Central,Eve,233
1269,A,North,Alice,129
1270,B,East,Bob,154
1271,C,South,Carol,158
1272,F,Central,Eve,236
1273,D,West,David,257
1274,F,Central,Eve,160
1275,A,North,Alice,255
1276,B,East,Bob,210
1277,C,South,Carol,169
1278,F,Central,Eve,275
1279,D,West,David,185
1280,F,Central,Eve,213
1281,A,North,Alice,179
1282,B,East,Bob,110
1283,C,South,Carol,216
1284,F,Central,Eve,267
1285,D,West,David,214
1286,F,Central,Eve,196
1287,A,North,Alice,192
1288,B,East,Bob,191
1289,C,South,Carol,222
1290,F,Central,Eve,141
1291,D,West,David,242
1292,F,Central,Eve,212
1293,A,North,Alice,133
1294,B,East,Bob,254
1295,C,South,Carol,190
1296,F,Central,Eve,185
1297,D,West,David,191
1298,F,Central,Eve,158
1299,A,North,Alice,171
1300,B,East,Bob,160
1301,C,South,Carol,235
1302,F,Central,Eve,247
1303,D,West,David,152
1304,F,Central,Eve,138
1305,A,North,Alice,270
1306,B,East,Bob,193
1307,C,South,Carol,252
1308,F,Central,Eve,203
1309,D,West,David,141
1310,F,Central,Eve,197
1311,A,North,Alice,142
1312,B,East,Bob,161
1313,C,South,Carol,139
1314,F,Central,Eve,186
1315,D,West,David,190
1316,F,Central,Eve,186
1317,A,North,Alice,181
1318,B,East,Bob,111
1319,C,South,Carol,159
1320,F,Central,Eve,205
1321,D,West,David,134
1322,F,Central,Eve,191
1323,A,North,Alice,141
1324,B,East,Bob,225
1325,C,South,Carol,171
1326,F,Central,Eve,286
1327,D,West,David,255
1328,F,Central,Eve,113
1329,A,North,Alice,201
1330,B,East,Bob,184
1331,C,South,Carol,199
1332,F,Central,Eve,255
1333,D,West,David,269
1334,F,Central,Eve,260
1335,A,North,Alice,198
1336,B,East,Bob,256
1337,C,South,Carol,140
1338,F,Central,Eve,165
1339,D,West,David,144
1340,F,Central,Eve,240
1341,A,North,Alice,183
1342,B,East,Bob,201
1343,C,South,Carol,216
1344,F,Central,Eve,218
1345,D,West,David,147
1346,F,Central,Eve,264
1347,A,North,Alice,145
1348,B,East,Bob,264
1349,C,South,Carol,253
1350,F,Central,Eve,257
1351,D,West,David,202
1352,F,Central,Eve,245
1353,A,North,Alice,162
1354,B,East,Bob,158
1355,C,South,Carol,182
1356,F,Central,Eve,218
1357,D,West,David,201
1358,F,Central,Eve,184
1359,A,North,Alice,241
1360,B,East,Bob,263
1361,C,South,Carol,230
1362,F,Central,Eve,240
1363,D,West,David,233
1364,F,Central,Eve,237
1365,A,North,Alice,144
1366,B,East,Bob,167
1367,C,South,Carol,138
1368,F,Central,Eve,165
1369,D,West,David,247
1370,F,Central,Eve,152
1371,A,North,Alice,199
1372,B,East,Bob,268
1373,C,South,Carol,150
1374,F,Central,Eve,190
1375,D,West,David,153
1376,F,Central,Eve,185
1377,A,North,Alice,274
1378,B,East,Bob,258
1379,C,South,Carol,110
1380,F,Central,Eve,240
1381,D,West,David,118
1382,F,Central,Eve,243
1383,A,North,Alice,225
1384,B,East,Bob,238
1385,C,South,Carol,127
1386,F,Central,Eve,166
1387,D,West,David,180
1388,F,Central,Eve,161
1389,A,North,Alice,230
1390,B,East,Bob,167
1391,C,South,Carol,186
1392,F,Central,Eve,150
1393,D,West,David,253
1394,F,Central,Eve,239
1395,A,North,Alice,294
1396,B,East,Bob,158
1397,C,South,Carol,135
1398,F,Central,Eve,238
1399,D,West,David,213
1400,F,Central,Eve,165
1401,A,North,Alice,247
1402,B,East,Bob,152
1403,C,South,Carol,199
1404,F,Central,Eve,268
1405,D,West,David,150
1406,F,Central,Eve,190
1407,A,North,Alice,153
1408,B,East,Bob,185
1409,C,South,Carol,274
1410,F,Central,Eve,258
1411,D,West,David,110
1412,F,Central,Eve,240
1413,A,North,Alice,118
1414,B,East,Bob,243
1415,C,South,Carol,225
1416,F,Central,Eve,238
1417,D,West,David,127
1418,F,Central,Eve,166
1419,A,North,Alice,180
1420,B,East,Bob,161
1421,C,South,Carol,230
1422,F,Central,Eve,167
1423,D,West,David,186
1424,F,Central,Eve,150
1425,A,North,Alice,253
1426,B,East,Bob,239
1427,C,South,Carol,294
1428,F,Central,Eve,158
1429,D,West,David,135
1430,F,Central,Eve,238
1431,A,North,Alice,265
1432,B,East,Bob,180
1433,C,South,Carol,229
1434,F,Central,Eve,176
1435,D,West,David,172
1436,F,Central,Eve,100
1437,A,North,Alice,142
1438,B,East,Bob,153
1439,C,South,Carol,160
1440,F,Central,Eve,217
1441,D,West,David,273
1442,F,Central,Eve,133
1443,A,North,Alice,155
1444,B,East,Bob,184
1445,C,South,Carol,230
1446,F,Central,Eve,254
1447,D,West,David,108
1448,F,Central,Eve,154
1449,A,North,Alice,177
1450,B,East,Bob,162
1451,C,South,Carol,285
1452,F,Central,Eve,257
1453,D,West,David,143
1454,F,Central,Eve,223
1455,A,North,Alice,230
1456,B,East,Bob,241
1457,C,South,Carol,156
1458,F,Central,Eve,232
1459,D,West,David,231
1460,F,Central,Eve,183
1461,A,North,Alice,240
1462,B,East,Bob,218
1463,C,South,Carol,248
1464,F,Central,Eve,170
1465,D,West,David,226
1466,F,Central,Eve,232
1467,A,North,Alice,192
1468,B,East,Bob,250
1469,C,South,Carol,224
1470,F,Central,Eve,167
1471,D,West,David,123
1472,F,Central,Eve,243
1473,A,North,Alice,233
1474,B,East,Bob,201
1475,C,South,Carol,230
1476,F,Central,Eve,271
1477,D,West,David,159
1478,F,Central,Eve,249
1479,A,North,Alice,137
1480,B,East,Bob,225
1481,C,South,Carol,226
1482,F,Central,Eve,174
1483,D,West,David,264
1484,F,Central,Eve,151
1485,A,North,Alice,180
1486,B,East,Bob,149
1487,C,South,Carol,209
1488,F,Central,Eve,219
1489,D,West,David,164
1490,F,Central,Eve,268
1491,A,North,Alice,204
1492,B,East,Bob,226
1493,C,South,Carol,105
1494,F,Central,Eve,153
1495,D,West,David,192
1496,F,Central,Eve,199
1497,A,North,Alice,156
1498,B,East,Bob,180
1499,C,South,Carol,162
1500,F,Central,Eve,284
1501,D,West,David,271
1502,F,Central,Eve,269
1503,A,North,Alice,135
1504,B,East,Bob,200
1505,C,South,Carol,206
1506,F,Central,Eve,229
1507,D,West,David,267
1508,F,Central,Eve,135
1509,A,North,Alice,259
1510,B,East,Bob,223
1511,C,South,Carol,245
1512,F,Central,Eve,207
1513,D,West,David,171
1514,F,Central,Eve,130
1515,A,North,Alice,241
1516,B,East,Bob,261
1517,C,South,Carol,182
1518,F,Central,Eve,270
1519,D,West,David,157
1520,F,Central,Eve,172
1521,A,North,Alice,205
1522,B,East,Bob,268
1523,C,South,Carol,156
1524,F,Central,Eve,202
1525,D,West,David,249
1526,F,Central,Eve,141
1527,A,North,Alice,230
1528,B,East,Bob,229
1529,C,South,Carol,146
1530,F,Central,Eve,162
1531,D,West,David,241
1532,F,Central,Eve,271
1533,A,North,Alice,166
1534,B,East,Bob,171
1535,C,South,Carol,169
1536,F,Central,Eve,137
1537,D,West,David,211
1538,F,Central,Eve,171
1539,A,North,Alice,142
1540,B,East,Bob,184
1541,C,South,Carol,111
1542,F,Central,Eve,278
1543,D,West,David,160
1544,F,Central,Eve,212
1545,A,North,Alice,175
1546,B,East,Bob,251
1547,C,South,Carol,205
1548,F,Central,Eve,163
1549,D,West,David,272
1550,F,Central,Eve,134
1551,A,North,Alice,259
1552,B,East,Bob,246
1553,C,South,Carol,211
1554,F,Central,Eve,190
1555,D,West,David,233
1556,F,Central,Eve,199
1557,A,North,Alice,191
1558,B,East,Bob,148
1559,C,South,Carol,177
1560,F,Central,Eve,171
1561,D,West,David,237
1562,F,Central,Eve,265
1563,A,North,Alice,136
1564,B,East,Bob,145
1565,C,South,Carol,238
1566,F,Central,Eve,210
1567,D,West,David,159
1568,F,Central,Eve,232
1569,A,North,Alice,174
1570,B,East,Bob,129
1571,C,South,Carol,201
1572,F,Central,Eve,151
1573,D,West,David,252
1574,F,Central,Eve,156
1575,A,North,Alice,215
1576,B,East,Bob,153
1577,C,South,Carol,261
1578,F,Central,Eve,263
1579,D,West,David,153
1580,F,Central,Eve,137
1581,A,North,Alice,270
1582,B,East,Bob,167
1583,C,South,Carol,143
1584,F,Central,Eve,214
1585,D,West,David,182
1586,F,Central,Eve,234
1587,A,North,Alice,181
1588,B,East,Bob,162
1589,C,South,Carol,185
1590,F,Central,Eve,199
1591,D,West,David,272
1592,F,Central,Eve,252
1593,A,North,Alice,156
1594,B,East,Bob,173
1595,C,South,Carol,148
1596,F,Central,Eve,158
1597,D,West,David,261
1598,F,Central,Eve,105
1599,A,North,Alice,193
1600,B,East,Bob,198
1601,C,South,Carol,213
1602,F,Central,Eve,244
1603,D,West,David,241
1604,F,Central,Eve,278
1605,A,North,Alice,145
1606,B,East,Bob,140
1607,C,South,Carol,209
1608,F,Central,Eve,233
1609,D,West,David,227
1610,F,Central,Eve,258
1611,A,North,Alice,259
1612,B,East,Bob,153
1613,C,South,Carol,181
1614,F,Central,Eve,143
1615,D,West,David,111
1616,F,Central,Eve,198
1617,A,North,Alice,121
1618,B,East,Bob,204
1619,C,South,Carol,203
1620,F,Central,Eve,167
1621,D,West,David,270
1622,F,Central,Eve,260
1623,A,North,Alice,180
1624,B,East,Bob,157
1625,C,South,Carol,156
1626,F,Central,Eve,236
1627,D,West,David,240
1628,F,Central,Eve,104
1629,A,North,Alice,140
1630,B,East,Bob,150
1631,C,South,Carol,286
1632,F,Central,Eve,224
1633,D,West,David,204
1634,F,Central,Eve,266
1635,A,North,Alice,241
1636,B,East,Bob,278
1637,C,South,Carol,145
1638,F,Central,Eve,140
1639,D,West,David,209
1640,F,Central,Eve,233
1641,A,North,Alice,227
1642,B,East,Bob,258
1643,C,South,Carol,259
1644,F,Central,Eve,153
1645,D,West,David,181
1646,F,Central,Eve,143
1647,A,North,Alice,111
1648,B,East,Bob,198
1649,C,South,Carol,121
1650,F,Central,Eve,204
1651,D,West,David,203
1652,F,Central,Eve,167
1653,A,North,Alice,270
1654,B,East,Bob,260
1655,C,South,Carol,180
1656,F,Central,Eve,157
1657,D,West,David,156
1658,F,Central,Eve,236
1659,A,North,Alice,240
1660,B,East,Bob,104
1661,C,South,Carol,140
1662,F,Central,Eve,150
1663,D,West,David,286
1664,F,Central,Eve,224
1665,A,North,Alice,204
1666,B,East,Bob,266
1667,C,South,Carol,268
1668,F,Central,Eve,267
1669,D,West,David,223
1670,F,Central,Eve,164
1671,A,North,Alice,209
1672,B,East,Bob,192
1673,C,South,Carol,260
1674,F,Central,Eve,137
1675,D,West,David,267
1676,F,Central,Eve,111
1677,A,North,Alice,240
1678,B,East,Bob,234
1679,C,South,Carol,190
1680,F,Central,Eve,265
1681,D,West,David,189
1682,F,Central,Eve,121
1683,A,North,Alice,101
1684,B,East,Bob,250
1685,C,South,Carol,247
1686,F,Central,Eve,162
1687,D,West,David,219
1688,F,Central,Eve,258
1689,A,North,Alice,221
1690,B,East,Bob,137
1691,C,South,Carol,174
1692,F,Central,Eve,189
1693,D,West,David,212
1694,F,Central,Eve,183
1695,A,North,Alice,180
1696,B,East,Bob,150
1697,C,South,Carol,246
1698,F,Central,Eve,263
1699,D,West,David,204
1700,F,Central,Eve,223
1701,A,North,Alice,193
1702,B,East,Bob,138
1703,C,South,Carol,188
1704,F,Central,Eve,201
1705,D,West,David,245
1706,F,Central,Eve,262
1707,A,North,Alice,147
1708,B,East,Bob,254
1709,C,South,Carol,213
1710,F,Central,Eve,152
1711,D,West,David,227
1712,F,Central,Eve,206
1713,A,North,Alice,242
1714,B,East,Bob,200
1715,C,South,Carol,142
1716,F,Central,Eve,275
1717,D,West,David,222
1718,F,Central,Eve,101
1719,A,North,Alice,178
1720,B,East,Bob,243
1721,C,South,Carol,177
1722,F,Central,Eve,270
1723,D,West,David,186
1724,F,Central,Eve,133
1725,A,North,Alice,263
1726,B,East,Bob,248
1727,C,South,Carol,150
1728,F,Central,Eve,203
1729,D,West,David,249
1730,F,Central,Eve,238
1731,A,North,Alice,181
1732,B,East,Bob,138
1733,C,South,Carol,139
1734,F,Central,Eve,192
1735,D,West,David,241
1736,F,Central,Eve,188
1737,A,North,Alice,278
1738,B,East,Bob,144
1739,C,South,Carol,208
1740,F,Central,Eve,208
1741,D,West,David,210
1742,F,Central,Eve,237
1743,A,North,Alice,192
1744,B,East,Bob,143
1745,C,South,Carol,234
1746,F,Central,Eve,147
1747,D,West,David,226
1748,F,Central,Eve,263
1749,A,North,Alice,147
1750,B,East,Bob,174
1751,C,South,Carol,142
1752,F,Central,Eve,136
1753,D,West,David,192
1754,F,Central,Eve,184
1755,A,North,Alice,260
1756,B,East,Bob,160
1757,C,South,Carol,262
1758,F,Central,Eve,217
1759,D,West,David,267
1760,F,Central,Eve,195
1761,A,North,Alice,152
1762,B,East,Bob,178
1763,C,South,Carol,190
1764,F,Central,Eve,286
1765,D,West,David,167
1766,F,Central,Eve,148
1767,A,North,Alice,218
1768,B,East,Bob,272
1769,C,South,Carol,147
1770,F,Central,Eve,263
1771,D,West,David,189
1772,F,Central,Eve,242
1773,A,North,Alice,204
1774,B,East,Bob,229
1775,C,South,Carol,180
1776,F,Central,Eve,190
1777,D,West,David,154
1778,F,Central,Eve,134
1779,A,North,Alice,206
1780,B,East,Bob,169
1781,C,South,Carol,237
1782,F,Central,Eve,146
1783,D,West,David,187
1784,F,Central,Eve,206
1785,A,North,Alice,208
1786,B,East,Bob,149
1787,C,South,Carol,148
1788,F,Central,Eve,135
1789,D,West,David,242
1790,F,Central,Eve,231
1791,A,North,Alice,205
1792,B,East,Bob,137
1793,C,South,Carol,202
1794,F,Central,Eve,163
1795,D,West,David,128
1796,F,Central,Eve,165
1797,A,North,Alice,242
1798,B,East,Bob,229
1799,C,South,Carol,191
1800,F,Central,Eve,231
1801,D,West,David,183
1802,F,Central,Eve,195
1803,A,North,Alice,249
1804,B,East,Bob,151
1805,C,South,Carol,140
1806,F,Central,Eve,151
1807,D,West,David,109
1808,F,Central,Eve,180
1809,A,North,Alice,151
1810,B,East,Bob,188
1811,C,South,Carol,274
1812,F,Central,Eve,187
1813,D,West,David,185
1814,F,Central,Eve,187
1815,A,North,Alice,260
1816,B,East,Bob,191
1817,C,South,Carol,203
1818,F,Central,Eve,144
1819,D,West,David,281
1820,F,Central,Eve,169
1821,A,North,Alice,201
1822,B,East,Bob,226
1823,C,South,Carol,176
1824,F,Central,Eve,228
1825,D,West,David,260
1826,F,Central,Eve,268
1827,A,North,Alice,188
1828,B,East,Bob,213
1829,C,South,Carol,259
1830,F,Central,Eve,257
1831,D,West,David,163
1832,F,Central,Eve,211
1833,A,North,Alice,166
1834,B,East,Bob,245
1835,C,South,Carol,234
1836,F,Central,Eve,234
1837,D,West,David,180
1838,F,Central,Eve,217
1839,A,North,Alice,253
1840,B,East,Bob,188
1841,C,South,Carol,274
1842,F,Central,Eve,136
1843,D,West,David,143
1844,F,Central,Eve,267
1845,A,North,Alice,198
1846,B,East,Bob,201
1847,C,South,Carol,241
1848,F,Central,Eve,269
1849,D,West,David,123
1850,F,Central,Eve,178
1851,A,North,Alice,203
1852,B,East,Bob,169
1853,C,South,Carol,190
1854,F,Central,Eve,190
1855,D,West,David,238
1856,F,Central,Eve,247
1857,A,North,Alice,190
1858,B,East,Bob,168
1859,C,South,Carol,190
1860,F,Central,Eve,170
1861,D,West,David,226
1862,F,Central,Eve,256
1863,A,North,Alice,104
1864,B,East,Bob,192
1865,C,South,Carol,213
1866,F,Central,Eve,259
1867,D,West,David,257
1868,F,Central,Eve,163
1869,A,North,Alice,211
1870,B,East,Bob,166
1871,C,South,Carol,245
1872,F,Central,Eve,234
1873,D,West,David,234
1874,F,Central,Eve,180
1875,A,North,Alice,217
1876,B,East,Bob,253
1877,C,South,Carol,188
1878,F,Central,Eve,274
1879,D,West,David,136
1880,F,Central,Eve,143
1881,A,North,Alice,267
1882,B,East,Bob,198
1883,C,South,Carol,201
1884,F,Central,Eve,241
1885,D,West,David,269
1886,F,Central,Eve,123
1887,A,North,Alice,178
1888,B,East,Bob,203
1889,C,South,Carol,169
1890,F,Central,Eve,190
1891,D,West,David,190
1892,F,Central,Eve,238
1893,A,North,Alice,247
1894,B,East,Bob,190
1895,C,South,Carol,168
1896,F,Central,Eve,190
1897,D,West,David,170
1898,F,Central,Eve,226
1899,A,North,Alice,256
1900,B,East,Bob,104
1901,C,South,Carol,192
1902,F,Central,Eve,195
1903,D,West,David,271
1904,F,Central,Eve,296
1905,A,North,Alice,277
1906,B,East,Bob,140
1907,C,South,Carol,148
1908,F,Central,Eve,238
1909,D,West,David,220
1910,F,Central,Eve,224
1911,A,North,Alice,162
1912,B,East,Bob,202
1913,C,South,Carol,226
1914,F,Central,Eve,246
1915,D,West,David,223
1916,F,Central,Eve,156
1917,A,North,Alice,189
1918,B,East,Bob,242
1919,C,South,Carol,207
1920,F,Central,Eve,161
1921,D,West,David,232
1922,F,Central,Eve,194
1923,A,North,Alice,161
1924,B,East,Bob,269
1925,C,South,Carol,219
1926,F,Central,Eve,161
1927,D,West,David,264
1928,F,Central,Eve,151
1929,A,North,Alice,177
1930,B,East,Bob,193
1931,C,South,Carol,212
1932,F,Central,Eve,210
1933,D,West,David,164
1934,F,Central,Eve,219
1935,A,North,Alice,216
1936,B,East,Bob,174
1937,C,South,Carol,199
1938,F,Central,Eve,181
1939,D,West,David,220
1940,F,Central,Eve,215
1941,A,North,Alice,248
1942,B,East,Bob,183
1943,C,South,Carol,194
1944,F,Central,Eve,224
1945,D,West,David,184
1946,F,Central,Eve,160
1947,A,North,Alice,182
1948,B,East,Bob,116
1949,C,South,Carol,170
1950,F,Central,Eve,201
1951,D,West,David,148
1952,F,Central,Eve,165
1953,A,North,Alice,135
1954,B,East,Bob,263
1955,C,South,Carol,228
1956,F,Central,Eve,275
1957,D,West,David,224
1958,F,Central,Eve,202
1959,A,North,Alice,163
1960,B,East,Bob,268
1961,C,South,Carol,207
1962,F,Central,Eve,117
1963,D,West,David,165
1964,F,Central,Eve,181
1965,A,North,Alice,212
1966,B,East,Bob,226
1967,C,South,Carol,195
1968,F,Central,Eve,263
1969,D,West,David,136
1970,F,Central,Eve,163
1971,A,North,Alice,144
1972,B,East,Bob,240
1973,C,South,Carol,243
1974,F,Central,Eve,201
